,Log.Median.Scalar.Body,Log.Median.Scalar.Brain,Group,Taxa.List
192,-6.104028334,2.603534047,Internal,"Agriochoerus_sp.,Basilosaurus_cetoides,Basilosaurus_isis,Cebochoerus_sp.,Dalanistes_ahmedi,Dorudon_atrox,Oxacron_sp.,Protoreodon_petersoni,Robiacina_lavergnensis,Rodhocetus_kasrani,Saghacetus_osiris,Zygorhiza_kochii"
193,6.100599756,2.599123747,Eocene crown groups,Cebochoerus_sp.
194,-6.212366209,-2.99231783,Eocene crown groups,"Agriochoerus_sp.,Basilosaurus_cetoides,Basilosaurus_isis,Dalanistes_ahmedi,Dorudon_atrox,Oxacron_sp.,Protoreodon_petersoni,Robiacina_lavergnensis,Rodhocetus_kasrani,Saghacetus_osiris,Zygorhiza_kochii"
195,-6.187723541,-2.982217945,Eocene crown groups,"Agriochoerus_sp.,Oxacron_sp.,Protoreodon_petersoni,Robiacina_lavergnensis"
196,6.188417211,2.993398269,Eocene crown groups,"Agriochoerus_sp.,Protoreodon_petersoni"
197,6.186238171,2.984237626,Eocene crown groups,Agriochoerus_sp.
198,6.185832863,2.980772002,Eocene crown groups,Protoreodon_petersoni
199,-6.185598807,-2.993444008,Eocene crown groups,"Oxacron_sp.,Robiacina_lavergnensis"
200,-6.184929841,-2.980653851,Eocene crown groups,Robiacina_lavergnensis
201,-6.184902923,-2.978663064,Eocene crown groups,Oxacron_sp.
202,8.860027243,5.039980791,Eocene crown groups,"Basilosaurus_cetoides,Basilosaurus_isis,Dalanistes_ahmedi,Dorudon_atrox,Rodhocetus_kasrani,Saghacetus_osiris,Zygorhiza_kochii"
203,7.735507921,4.608862394,Eocene crown groups,Dalanistes_ahmedi
204,7.855733004,4.80464213,Eocene crown groups,"Basilosaurus_cetoides,Basilosaurus_isis,Dorudon_atrox,Rodhocetus_kasrani,Saghacetus_osiris,Zygorhiza_kochii"
205,7.857308572,4.800754748,Eocene crown groups,Rodhocetus_kasrani
206,8.88993631,5.94311439,Eocene crown groups,"Basilosaurus_cetoides,Basilosaurus_isis,Dorudon_atrox,Saghacetus_osiris,Zygorhiza_kochii"
207,10.43043647,6.339922,Eocene crown groups,"Basilosaurus_cetoides,Basilosaurus_isis"
208,9.312924517,6.057996817,Eocene crown groups,Basilosaurus_cetoides
209,9.316177328,6.076388632,Eocene crown groups,Basilosaurus_isis
210,8.894188333,5.906155803,Eocene crown groups,"Dorudon_atrox,Saghacetus_osiris,Zygorhiza_kochii"
211,8.895563134,5.9015644,Eocene crown groups,Dorudon_atrox
212,-8.899117052,5.905813135,Eocene crown groups,"Saghacetus_osiris,Zygorhiza_kochii"
213,8.898343052,5.907975828,Eocene crown groups,Zygorhiza_kochii
214,-8.90689862,-5.9108629,Eocene crown groups,Saghacetus_osiris
