Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
132,1,4.269716,65008,65.008,3.814447,6.550872,1.104324,28.575712,0.0006,0.000481,0.000517,0.000825,0.020533,0.00591,0.001413,0.160442,0.002562,0.002055,0.002207,0.003521,Mesatirhinus_junius
133,2,5.396818,65107,65.107,3.832961,6.446583,1.078971,29.066985,0.000599,0.000519,0.000516,0.000834,0.025954,0.00747,0.001786,0.202794,0.00323,0.002803,0.002787,0.0045,"Xenicohippus_osborni,Xenicohippus_sp."
134,1,3.328605,64977,64.977,3.716929,0.86462,1.043767,18.319232,0.000588,0.000551,0.000516,0.00088,0.016007,0.004607,0.001102,0.125078,0.001956,0.001833,0.001718,0.00293,Xenicohippus_sp.
135,1,3.144113,64968,64.968,3.710028,0.863912,1.057085,18.239144,0.000591,0.000462,0.000516,0.000959,0.01512,0.004352,0.001041,0.118145,0.001859,0.001452,0.001622,0.003014,Xenicohippus_osborni
136,4,6.165891,63653,63.653,3.755429,0.851527,1.236853,17.897086,0.000601,0.00052,0.000523,0.000738,0.029652,0.008535,0.002041,0.231693,0.003705,0.003205,0.003224,0.004549,"Meniscotherium_chamense,Phenacodus_primaevus,Phenacodus_wortmani,Tetraclaenodon_pliciferus"
137,3,2.011211,64775,64.775,4.226748,0.821165,1.400828,19.60346,0.000676,0.00054,0.000526,0.001099,0.009672,0.002784,0.000666,0.075575,0.00136,0.001086,0.001058,0.002211,"Phenacodus_primaevus,Phenacodus_wortmani,Tetraclaenodon_pliciferus"
138,1,2.917035,65166,65.166,4.38981,0.808063,1.492806,20.089415,0.000708,0.000488,0.000528,0.00121,0.014028,0.004038,0.000966,0.109612,0.002067,0.001425,0.00154,0.003531,Tetraclaenodon_pliciferus
139,2,6.582492,65046,65.046,4.102989,0.937095,1.386216,19.955494,0.000654,0.000523,0.000525,0.001215,0.031656,0.009111,0.002179,0.247348,0.004307,0.003443,0.003457,0.007998,"Phenacodus_primaevus,Phenacodus_wortmani"
140,1,5.596397,64908,64.908,4.029264,0.979423,1.345357,20.227681,0.000635,0.000496,0.000524,0.001069,0.026913,0.007746,0.001852,0.210294,0.003556,0.002778,0.002933,0.005982,Phenacodus_primaevus
141,1,5.594503,65045,65.045,4.125781,2.300721,1.384945,21.239888,0.000657,0.000495,0.000525,0.001338,0.026904,0.007744,0.001852,0.210223,0.003674,0.002769,0.002937,0.007485,Phenacodus_wortmani
142,1,16.68029,63504,63.504,3.636456,0.849379,1.195423,17.067634,0.00058,0.000518,0.000522,0.000628,0.080217,0.023088,0.005521,0.626789,0.009667,0.008638,0.008706,0.010479,Meniscotherium_chamense
143,3,25.05172,72078,72.078,12.834576,12.011746,2.743579,76.829752,0.002201,0.005893,0.000571,0.007052,0.120475,0.034676,0.008292,0.94136,0.055147,0.147634,0.014313,0.176664,"Notostylops_murinus,Oldfieldthomasia_debilitata,Rhyphodon_lankesteri"
144,1,9.333766,72228,72.228,13.051342,7.765431,2.761236,65.257673,0.002242,0.000357,0.000572,0.006309,0.044887,0.012919,0.003089,0.350732,0.020922,0.003328,0.005339,0.058886,Notostylops_murinus
145,2,5.96582,86169,86.169,35.097841,3.70559,9.600917,125.257361,0.006107,-0.000012,0.004201,0.013764,0.02869,0.008258,0.001975,0.224175,0.036431,-0.000071,0.02506,0.082112,"Oldfieldthomasia_debilitata,Rhyphodon_lankesteri"
146,1,9.60536,86407,86.407,36.029097,9.663693,9.889425,149.029705,0.006178,0.000675,0.004296,0.01185,0.046193,0.013295,0.003179,0.360937,0.059347,0.006482,0.041267,0.113825,Rhyphodon_lankesteri
147,1,3.613204,99931,99.931,85.385733,41.644601,33.649212,498.915811,0.013606,0.007539,0.010064,0.01814,0.017376,0.005001,0.001196,0.135772,0.049161,0.02724,0.036364,0.065542,Oldfieldthomasia_debilitata
148,1,17.675648,62943,62.943,3.629714,1.404087,1.158437,18.419196,0.000572,0.000494,0.000522,0.000585,0.085003,0.024466,0.005851,0.664192,0.010103,0.00874,0.009223,0.010338,Pleuraspidotherium_aumonieri
149,3,16.14084,63795,63.795,3.86354,6.248213,1.25264,27.944898,0.000607,0.000509,0.000523,0.000779,0.077622,0.022342,0.005343,0.606519,0.009803,0.008211,0.008442,0.01257,"Hyopsodus_lepidus,Hyopsodus_miticulus,Hyopsodus_paulus"
150,1,5.369476,63705,63.705,3.814137,4.256014,1.231231,21.558482,0.000597,0.000486,0.000522,0.000785,0.025822,0.007432,0.001777,0.201767,0.003204,0.00261,0.002804,0.004213,Hyopsodus_miticulus
151,1,8.254583,63641,63.641,3.810792,5.170941,1.222024,25.476176,0.000596,0.000521,0.000522,0.000719,0.039697,0.011426,0.002732,0.31018,0.004922,0.0043,0.004312,0.005939,Hyopsodus_lepidus
152,1,9.463086,63604,63.604,3.793087,9.102498,1.220067,35.056029,0.000593,0.000514,0.000522,0.000711,0.045509,0.013098,0.003132,0.355591,0.005612,0.004868,0.004944,0.006732,Hyopsodus_paulus
153,32,1.987211,67416,67.416,4.341447,0.78564,1.880969,19.094568,0.000705,0.000518,0.000544,0.00107,0.009557,0.002751,0.000658,0.074673,0.001402,0.001028,0.001081,0.002127,"Agriochoerus_sp.,Anisonchus_sectorus,Anoplotherium_sp.,Arctocyon_primaevus,Arctocyonides_arenae,Basilosaurus_cetoides,Basilosaurus_isis,Bathygenys_reevesi,Cebochoerus_sp.,Chriacus_baldwini,Claenodon_ferox,Dacrytherium_sp.,Dalanistes_ahmedi,Diacodexis_ilicis,Dichobune_leporina,Diplobune_sp.,Dorudon_atrox,Ectoconus_ditrigonus,Eotylopus_sp.,Homacodon_vagans,Leptotragulus_sp.,Loxolophus_priscus,Mesonyx_obtusidens,Mouillacitherium_elegans,Oxacron_sp.,Protoreodon_petersoni,Protylopus_sp.,Robiacina_lavergnensis,Rodhocetus_kasrani,Saghacetus_osiris,Tapirulus_hyracinus,Zygorhiza_kochii"
154,2,5.182845,69757,69.757,5.604252,4.900463,2.185116,30.897238,0.00091,0.000621,0.000557,0.0019,0.024925,0.007174,0.001716,0.194754,0.004715,0.00322,0.002885,0.00985,"Anisonchus_sectorus,Ectoconus_ditrigonus"
155,1,4.698954,68681,68.681,4.900683,5.787589,2.045635,36.371829,0.000773,0.000487,0.00055,0.001631,0.022598,0.006504,0.001555,0.176571,0.003634,0.002289,0.002586,0.007665,Anisonchus_sectorus
156,1,1.739936,71124,71.124,6.733083,4.830408,2.381435,36.816294,0.001116,0.000636,0.000566,0.002314,0.008367,0.002408,0.000576,0.065381,0.001942,0.001107,0.000985,0.004027,Ectoconus_ditrigonus
157,30,1.216067,68388,68.388,4.457336,4.973188,1.957622,29.45493,0.000707,0.000496,0.000549,0.001087,0.005848,0.001683,0.000403,0.045696,0.00086,0.000604,0.000668,0.001322,"Agriochoerus_sp.,Anoplotherium_sp.,Arctocyon_primaevus,Arctocyonides_arenae,Basilosaurus_cetoides,Basilosaurus_isis,Bathygenys_reevesi,Cebochoerus_sp.,Chriacus_baldwini,Claenodon_ferox,Dacrytherium_sp.,Dalanistes_ahmedi,Diacodexis_ilicis,Dichobune_leporina,Diplobune_sp.,Dorudon_atrox,Eotylopus_sp.,Homacodon_vagans,Leptotragulus_sp.,Loxolophus_priscus,Mesonyx_obtusidens,Mouillacitherium_elegans,Oxacron_sp.,Protoreodon_petersoni,Protylopus_sp.,Robiacina_lavergnensis,Rodhocetus_kasrani,Saghacetus_osiris,Tapirulus_hyracinus,Zygorhiza_kochii"
158,1,22.39621,68107,68.107,4.166547,3.305448,1.923712,25.845164,0.000652,0.000502,0.000547,0.000781,0.107705,0.031,0.007413,0.841574,0.014598,0.011238,0.012251,0.017491,Mesonyx_obtusidens
159,29,1.534185,70219,70.219,4.448907,3.388184,2.109317,24.460906,0.000713,0.000506,0.000558,0.001077,0.007378,0.002124,0.000508,0.05765,0.001093,0.000776,0.000857,0.001652,"Agriochoerus_sp.,Anoplotherium_sp.,Arctocyon_primaevus,Arctocyonides_arenae,Basilosaurus_cetoides,Basilosaurus_isis,Bathygenys_reevesi,Cebochoerus_sp.,Chriacus_baldwini,Claenodon_ferox,Dacrytherium_sp.,Dalanistes_ahmedi,Diacodexis_ilicis,Dichobune_leporina,Diplobune_sp.,Dorudon_atrox,Eotylopus_sp.,Homacodon_vagans,Leptotragulus_sp.,Loxolophus_priscus,Mouillacitherium_elegans,Oxacron_sp.,Protoreodon_petersoni,Protylopus_sp.,Robiacina_lavergnensis,Rodhocetus_kasrani,Saghacetus_osiris,Tapirulus_hyracinus,Zygorhiza_kochii"
160,5,1.094938,72763,72.763,7.54785,18.428002,2.411173,83.060648,0.001152,0.000485,0.000575,0.002417,0.005266,0.001516,0.000362,0.041144,0.001262,0.000531,0.00063,0.002647,"Arctocyon_primaevus,Arctocyonides_arenae,Chriacus_baldwini,Claenodon_ferox,Loxolophus_priscus"
161,1,6.051776,70635,70.635,4.300075,2.030742,2.122136,22.199657,0.000688,0.000498,0.00056,0.000873,0.029103,0.008377,0.002003,0.227405,0.004166,0.003014,0.003389,0.00528,Chriacus_baldwini
162,4,1.094315,72115,72.115,5.609901,11.130801,2.28342,53.899335,0.000892,0.000526,0.000569,0.001789,0.005263,0.001515,0.000362,0.041121,0.000976,0.000576,0.000623,0.001958,"Arctocyon_primaevus,Arctocyonides_arenae,Claenodon_ferox,Loxolophus_priscus"
163,1,2.362668,74279,74.279,7.093031,18.838661,2.560118,70.437591,0.001176,0.000487,0.000585,0.002505,0.011362,0.00327,0.000782,0.088781,0.002778,0.001151,0.001383,0.005918,Loxolophus_priscus
164,3,2.472659,72478,72.478,5.216273,-0.736224,2.247998,92.155773,0.000812,0.000469,0.000567,0.001598,0.011891,0.003423,0.000818,0.092914,0.002008,0.001159,0.001402,0.00395,"Arctocyon_primaevus,Arctocyonides_arenae,Claenodon_ferox"
165,1,2.819807,72400,72.4,4.829509,0.946608,2.233611,21.450103,0.000791,0.000493,0.000566,0.00135,0.013561,0.003903,0.000933,0.105959,0.00223,0.001389,0.001597,0.003808,Claenodon_ferox
166,2,4.184261,72627,72.627,4.927599,6.078452,2.209154,33.93951,0.000796,0.000468,0.000566,0.001817,0.020122,0.005792,0.001385,0.15723,0.003331,0.00196,0.002368,0.007601,"Arctocyon_primaevus,Arctocyonides_arenae"
167,1,4.084956,72697,72.697,4.948246,6.993324,2.223952,32.802288,0.000799,0.000474,0.000566,0.001493,0.019645,0.005654,0.001352,0.153499,0.003264,0.001936,0.002312,0.006098,Arctocyonides_arenae
168,1,4.08373,72681,72.681,4.841428,1.742157,2.224564,22.990345,0.000795,0.000581,0.000566,0.001483,0.019639,0.005653,0.001352,0.153453,0.003248,0.002373,0.002311,0.006058,Arctocyon_primaevus
169,24,4.102011,83955,83.955,18.014389,24.642123,4.196561,132.397071,0.00298,0.000606,0.000762,0.004327,0.019727,0.005678,0.001358,0.15414,0.012226,0.002485,0.003125,0.01775,"Agriochoerus_sp.,Anoplotherium_sp.,Basilosaurus_cetoides,Basilosaurus_isis,Bathygenys_reevesi,Cebochoerus_sp.,Dacrytherium_sp.,Dalanistes_ahmedi,Diacodexis_ilicis,Dichobune_leporina,Diplobune_sp.,Dorudon_atrox,Eotylopus_sp.,Homacodon_vagans,Leptotragulus_sp.,Mouillacitherium_elegans,Oxacron_sp.,Protoreodon_petersoni,Protylopus_sp.,Robiacina_lavergnensis,Rodhocetus_kasrani,Saghacetus_osiris,Tapirulus_hyracinus,Zygorhiza_kochii"
170,4,5.23906,73997,73.997,5.470143,1.57196,2.459355,25.523759,0.000906,0.000486,0.000582,0.001674,0.025195,0.007252,0.001734,0.196866,0.004744,0.002547,0.003051,0.008769,"Diacodexis_ilicis,Dichobune_leporina,Homacodon_vagans,Mouillacitherium_elegans"
171,3,2.248625,74356,74.356,5.234008,2.781196,2.426349,27.362119,0.000869,0.000519,0.000581,0.00197,0.010814,0.003112,0.000744,0.084496,0.001954,0.001166,0.001306,0.004429,"Diacodexis_ilicis,Dichobune_leporina,Mouillacitherium_elegans"
172,1,20.55679,74133,74.133,4.975124,3.960552,2.407329,25.704968,0.000819,0.000474,0.00058,0.001339,0.098859,0.028454,0.006804,0.772455,0.016827,0.009749,0.011927,0.027522,Mouillacitherium_elegans
173,2,1.652761,75020,75.02,5.773179,8.664255,2.472741,42.118714,0.000946,0.000471,0.000585,0.002024,0.007948,0.002288,0.000547,0.062105,0.001564,0.000778,0.000967,0.003345,"Diacodexis_ilicis,Dichobune_leporina"
174,1,1.420065,75025,75.025,5.653006,9.376128,2.467295,41.077996,0.000933,0.000619,0.000585,0.002019,0.006829,0.001966,0.00047,0.053361,0.001325,0.00088,0.000831,0.002866,Diacodexis_ilicis
175,1,20.41093,74383,74.383,4.825975,1.333285,2.37544,21.706497,0.000807,0.000472,0.000579,0.001712,0.098157,0.028252,0.006756,0.766974,0.016469,0.009631,0.011818,0.034937,Dichobune_leporina
176,1,12.19003,74969,74.969,6.192341,4.860733,2.565984,32.496338,0.001018,0.000425,0.000591,0.002,0.058623,0.016873,0.004035,0.45806,0.012412,0.005182,0.007199,0.024379,Homacodon_vagans
177,1,30.073914,72401,72.401,4.274628,1.130001,2.281426,18.408575,0.000699,0.000506,0.000572,0.000697,0.144627,0.041627,0.009954,1.130077,0.021008,0.015211,0.017189,0.020956,Tapirulus_hyracinus
