Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
88,1,2.461254,99998,99.998,2080.152248,190.588402,499.225437,6638.67681,132.282132,15.870524,34.764707,317.344898,0.305952,0.144582,0.190625,0.504795,325.579927,39.06139,85.564775,781.0664,Miacis_sylvestris
89,2,1.664924,99991,99.991,659.412171,505.978783,285.388923,2994.393034,42.363137,25.737115,22.794117,149.097056,0.206962,0.097803,0.128949,0.34147,70.531403,42.85034,37.950473,248.235267,"Vulpavus_ovatus,Vulpavus_profectus"
90,1,1.619813,99990,99.99,637.436079,556.626902,283.376301,3189.003543,40.751317,26.063462,22.673135,111.913669,0.201354,0.095153,0.125455,0.332218,66.009512,42.217934,36.726239,181.279215,Vulpavus_ovatus
91,1,2.989052,99990,99.99,628.464516,361.827326,281.907856,2552.555975,40.454938,12.5831,22.587434,127.771614,0.371561,0.175586,0.231504,0.613044,120.921913,37.611542,67.515013,381.915998,Vulpavus_profectus
92,1,6.536776,99975,99.975,442.158973,158.087198,264.460556,1428.527547,28.382908,22.883383,21.66968,55.743162,0.812568,0.38399,0.506277,1.34067,185.53271,149.583552,141.649846,364.380564,Oodectes_herpestoides
93,1,9.317673,99969,99.969,409.60149,51.203605,261.852552,914.216634,26.298673,22.370854,21.542259,41.694821,1.158254,0.547349,0.721658,1.911023,245.042436,208.444307,200.723722,388.498708,Viverravus_minutus
94,6,3.982684,100000,100,780.72505,224.72941,389.942225,2102.446927,50.209958,19.263156,29.455239,104.870859,0.495076,0.233955,0.308461,0.816835,199.970395,76.719062,117.310907,417.667493,"Cynohyaenodon_cayluxi,Hyaenodon_horridus,Pterodon_dasyuroides,Sinopa_lania,Thinocyon_velox,Tritemnodon_agilis"
95,1,23.03217,100000,100,852.215201,260.978249,414.851017,2161.764935,53.730335,23.43839,30.981645,84.507997,2.863064,1.352981,1.783853,4.723819,1237.526212,539.836972,713.574521,1946.402545,Pterodon_dasyuroides
96,3,4.86935,100000,100,744.778587,285.471006,385.259304,2024.598746,47.807965,27.841108,29.207203,103.076466,0.605295,0.286041,0.377134,0.998687,232.793714,135.568099,142.220096,501.915391,"Cynohyaenodon_cayluxi,Sinopa_lania,Tritemnodon_agilis"
97,2,2.625597,100000,100,806.546978,205.526353,391.199763,2395.381675,51.385155,23.758712,29.57651,102.792576,0.326381,0.154236,0.203354,0.538501,134.916708,62.380802,77.655997,269.891878,"Cynohyaenodon_cayluxi,Sinopa_lania"
98,1,12.37647,100000,100,749.260535,218.758061,383.985032,2455.124758,47.573416,23.206428,29.170557,92.750535,1.538484,0.727032,0.958564,2.538372,588.790954,287.213656,361.02852,1147.924212,Cynohyaenodon_cayluxi
99,1,2.248798,100000,100,792.329246,480.660162,388.01769,3172.847458,50.585706,20.173838,29.375329,138.370216,0.279542,0.132101,0.174171,0.461221,113.757034,45.366886,66.059181,311.166666,Sinopa_lania
100,1,3.696236,100000,100,767.443928,285.028142,389.022316,2192.810466,48.506307,20.796254,29.412647,86.188075,0.459469,0.217128,0.286275,0.758085,179.290759,76.867864,108.716085,318.571467,Tritemnodon_agilis
