Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
11,1,11.341486,23963,23.963,2.619543,1.43141,1,7.538449,0.006284,0.002234,0.003042,0.015635,0.03378,0.029738,0.031178,0.021023,0.071272,0.025337,0.034501,0.177323,Kryptobaatar_dashzevegi
12,78,4.906172,8918,8.918,1.302879,0.839042,1,2.694175,0.003424,0.002533,0.002778,0.005184,0.014613,0.012864,0.013487,0.009094,0.0168,0.012426,0.013629,0.025433,"Acmeodon_secans,Adapis_parisiensis,Agriochoerus_sp.,Alcidedorbignya_inopinata,Anisonchus_sectorus,Arctocyon_primaevus,Arctocyonides_arenae,Asioryctes_nemegetensis,Bathygenys_reevesi,Chriacus_baldwini,Claenodon_ferox,Coryphodon_elephantopus,Coryphodon_hamatus,Cynohyaenodon_cayluxi,Diacodexis_ilicis,Dichobune_leporina,Dinictis_felina,Ectoconus_ditrigonus,Ectoganus_copei,Eoryctes_melanus,Hyaenodon_horridus,Hyopsodus_lepidus,Hyopsodus_miticulus,Hyopsodus_paulus,Hyrachyus_modestus,Ignacius_graybullianus,Kennalestes_gobiensis,Labidolemur_kayi,Leptictis_sp.,Leptolambda_schmidti,Leptotragulus_sp.,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Microchoerus_erinaceus,Microsyops_annectens,Mouillacitherium_elegans,Necrolemur_antiquus,Notharctus_tenebrosus,Onychodectes_tisonensis,Oodectes_herpestoides,Palaeophyllophora_oltina,Palaeophyllophora_quercyi,Pantolambda_bathmodon,Paramys_copei,Paramys_delicatus,Phenacodus_primaevus,Phenacodus_wortmani,Plesiadapis_cookei,Plesiadapis_tricuspidens,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Prorastomus_sirenoides,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Pucadelphys_andinus,Rapamys_atramontis,Reithroparamys_delicatissimus,Robiacina_lavergnensis,Rooneyia_viejaensis,Sinopa_lania,Smilodectes_gracilis,Tapirulus_hyracinus,Tetheopsis_ingens,Tetraclaenodon_pliciferus,Titanoides_primaevus,Trogosus_grangeri,Trogosus_hillsii,Uintatherium_anceps,Vincelestes_neuquenianus,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus,Xenicohippus_sp.,Zalambdalestes_lechei"
13,1,3.835603,9003,9.003,1.304048,0.977832,1,2.497582,0.003449,0.002614,0.002779,0.00537,0.011424,0.010057,0.010544,0.00711,0.013228,0.010026,0.010659,0.020595,Vincelestes_neuquenianus
14,77,34.87448,9222,9.222,1.215253,1.01265,1,1.80865,0.003177,0.002637,0.002769,0.003649,0.103873,0.091443,0.09587,0.064645,0.11078,0.091965,0.096567,0.127268,"Acmeodon_secans,Adapis_parisiensis,Agriochoerus_sp.,Alcidedorbignya_inopinata,Anisonchus_sectorus,Arctocyon_primaevus,Arctocyonides_arenae,Asioryctes_nemegetensis,Bathygenys_reevesi,Chriacus_baldwini,Claenodon_ferox,Coryphodon_elephantopus,Coryphodon_hamatus,Cynohyaenodon_cayluxi,Diacodexis_ilicis,Dichobune_leporina,Dinictis_felina,Ectoconus_ditrigonus,Ectoganus_copei,Eoryctes_melanus,Hyaenodon_horridus,Hyopsodus_lepidus,Hyopsodus_miticulus,Hyopsodus_paulus,Hyrachyus_modestus,Ignacius_graybullianus,Kennalestes_gobiensis,Labidolemur_kayi,Leptictis_sp.,Leptolambda_schmidti,Leptotragulus_sp.,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Microchoerus_erinaceus,Microsyops_annectens,Mouillacitherium_elegans,Necrolemur_antiquus,Notharctus_tenebrosus,Onychodectes_tisonensis,Oodectes_herpestoides,Palaeophyllophora_oltina,Palaeophyllophora_quercyi,Pantolambda_bathmodon,Paramys_copei,Paramys_delicatus,Phenacodus_primaevus,Phenacodus_wortmani,Plesiadapis_cookei,Plesiadapis_tricuspidens,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Prorastomus_sirenoides,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Pucadelphys_andinus,Rapamys_atramontis,Reithroparamys_delicatissimus,Robiacina_lavergnensis,Rooneyia_viejaensis,Sinopa_lania,Smilodectes_gracilis,Tapirulus_hyracinus,Tetheopsis_ingens,Tetraclaenodon_pliciferus,Titanoides_primaevus,Trogosus_grangeri,Trogosus_hillsii,Uintatherium_anceps,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus,Xenicohippus_sp.,Zalambdalestes_lechei"
15,1,30.58483,9168,9.168,1.215043,1.053262,1,2.005079,0.003173,0.002719,0.002768,0.003822,0.091096,0.080196,0.084078,0.056693,0.097043,0.083158,0.084659,0.116886,Pucadelphys_andinus
16,76,5.247272,10810,10.81,1.280674,0.91249,1,2.520907,0.003328,0.002609,0.002779,0.004614,0.015629,0.013759,0.014425,0.009727,0.017464,0.01369,0.014582,0.02421,"Acmeodon_secans,Adapis_parisiensis,Agriochoerus_sp.,Alcidedorbignya_inopinata,Anisonchus_sectorus,Arctocyon_primaevus,Arctocyonides_arenae,Asioryctes_nemegetensis,Bathygenys_reevesi,Chriacus_baldwini,Claenodon_ferox,Coryphodon_elephantopus,Coryphodon_hamatus,Cynohyaenodon_cayluxi,Diacodexis_ilicis,Dichobune_leporina,Dinictis_felina,Ectoconus_ditrigonus,Ectoganus_copei,Eoryctes_melanus,Hyaenodon_horridus,Hyopsodus_lepidus,Hyopsodus_miticulus,Hyopsodus_paulus,Hyrachyus_modestus,Ignacius_graybullianus,Kennalestes_gobiensis,Labidolemur_kayi,Leptictis_sp.,Leptolambda_schmidti,Leptotragulus_sp.,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Microchoerus_erinaceus,Microsyops_annectens,Mouillacitherium_elegans,Necrolemur_antiquus,Notharctus_tenebrosus,Onychodectes_tisonensis,Oodectes_herpestoides,Palaeophyllophora_oltina,Palaeophyllophora_quercyi,Pantolambda_bathmodon,Paramys_copei,Paramys_delicatus,Phenacodus_primaevus,Phenacodus_wortmani,Plesiadapis_cookei,Plesiadapis_tricuspidens,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Prorastomus_sirenoides,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Rapamys_atramontis,Reithroparamys_delicatissimus,Robiacina_lavergnensis,Rooneyia_viejaensis,Sinopa_lania,Smilodectes_gracilis,Tapirulus_hyracinus,Tetheopsis_ingens,Tetraclaenodon_pliciferus,Titanoides_primaevus,Trogosus_grangeri,Trogosus_hillsii,Uintatherium_anceps,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus,Xenicohippus_sp.,Zalambdalestes_lechei"
17,2,4.592079,12414,12.414,1.339137,1.597237,1,5.705536,0.00344,0.003036,0.002787,0.006207,0.013677,0.012041,0.012624,0.008512,0.015797,0.013943,0.012798,0.028502,"Asioryctes_nemegetensis,Kennalestes_gobiensis"
18,1,3.180119,12634,12.634,1.35039,1.092255,1,3.15604,0.003503,0.002751,0.00279,0.006235,0.009472,0.008339,0.008742,0.005895,0.011141,0.00875,0.008873,0.019829,Asioryctes_nemegetensis
19,1,10.55848,12416,12.416,1.322732,1.121653,1,2.521455,0.003429,0.002655,0.00279,0.005072,0.031448,0.027685,0.029025,0.019572,0.036201,0.028028,0.029458,0.053551,Kennalestes_gobiensis
20,74,4.661888,11406,11.406,1.278177,0.75072,1,3.054765,0.00327,0.002586,0.002782,0.004332,0.013885,0.012224,0.012816,0.008641,0.015244,0.012057,0.012969,0.020198,"Acmeodon_secans,Adapis_parisiensis,Agriochoerus_sp.,Alcidedorbignya_inopinata,Anisonchus_sectorus,Arctocyon_primaevus,Arctocyonides_arenae,Bathygenys_reevesi,Chriacus_baldwini,Claenodon_ferox,Coryphodon_elephantopus,Coryphodon_hamatus,Cynohyaenodon_cayluxi,Diacodexis_ilicis,Dichobune_leporina,Dinictis_felina,Ectoconus_ditrigonus,Ectoganus_copei,Eoryctes_melanus,Hyaenodon_horridus,Hyopsodus_lepidus,Hyopsodus_miticulus,Hyopsodus_paulus,Hyrachyus_modestus,Ignacius_graybullianus,Labidolemur_kayi,Leptictis_sp.,Leptolambda_schmidti,Leptotragulus_sp.,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Microchoerus_erinaceus,Microsyops_annectens,Mouillacitherium_elegans,Necrolemur_antiquus,Notharctus_tenebrosus,Onychodectes_tisonensis,Oodectes_herpestoides,Palaeophyllophora_oltina,Palaeophyllophora_quercyi,Pantolambda_bathmodon,Paramys_copei,Paramys_delicatus,Phenacodus_primaevus,Phenacodus_wortmani,Plesiadapis_cookei,Plesiadapis_tricuspidens,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Prorastomus_sirenoides,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Rapamys_atramontis,Reithroparamys_delicatissimus,Robiacina_lavergnensis,Rooneyia_viejaensis,Sinopa_lania,Smilodectes_gracilis,Tapirulus_hyracinus,Tetheopsis_ingens,Tetraclaenodon_pliciferus,Titanoides_primaevus,Trogosus_grangeri,Trogosus_hillsii,Uintatherium_anceps,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus,Xenicohippus_sp.,Zalambdalestes_lechei"
