Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
10,39,12.824683,13796,13.796,1.173861,1.010131,1,1.825498,0.010296,0.006271,0.007359,0.017308,0.798325,0.1801,0.09657,4.451043,0.132049,0.080426,0.094377,0.221963,"Acmeodon_secans,Adapis_parisiensis,Anisonchus_sectorus,Arctocyon_primaevus,Chriacus_baldwini,Claenodon_ferox,Diacodexis_ilicis,Ectoconus_ditrigonus,Hyopsodus_lepidus,Hyopsodus_paulus,Leptictis_sp.,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Microchoerus_erinaceus,Necrolemur_antiquus,Notharctus_tenebrosus,Onychodectes_tisonensis,Oodectes_herpestoides,Palaeophyllophora_oltina,Palaeophyllophora_quercyi,Pantolambda_bathmodon,Paramys_copei,Paramys_delicatus,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Rapamys_atramontis,Reithroparamys_delicatissimus,Rooneyia_viejaensis,Sinopa_lania,Smilodectes_gracilis,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus"
11,1,43.014051,13075,13.075,1.121405,0.952566,1,1.560912,0.009906,0.006507,0.007338,0.013901,2.677587,0.604056,0.323896,14.928822,0.426099,0.27991,0.31565,0.597939,Leptictis_sp.
12,1,16.934163,37166,37.166,4.197902,1.159213,1,7.73678,0.027127,0.007047,0.010387,0.0392,1.054137,0.23781,0.127514,5.877315,0.459365,0.119331,0.175895,0.663822,Onychodectes_tisonensis
13,37,2.286825,18025,18.025,1.479129,1.060136,1,3.242237,0.012277,0.006296,0.007336,0.025293,0.142353,0.032114,0.01722,0.793685,0.028075,0.014397,0.016776,0.057842,"Acmeodon_secans,Adapis_parisiensis,Anisonchus_sectorus,Arctocyon_primaevus,Chriacus_baldwini,Claenodon_ferox,Diacodexis_ilicis,Ectoconus_ditrigonus,Hyopsodus_lepidus,Hyopsodus_paulus,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Microchoerus_erinaceus,Necrolemur_antiquus,Notharctus_tenebrosus,Oodectes_herpestoides,Palaeophyllophora_oltina,Palaeophyllophora_quercyi,Pantolambda_bathmodon,Paramys_copei,Paramys_delicatus,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Rapamys_atramontis,Reithroparamys_delicatissimus,Rooneyia_viejaensis,Sinopa_lania,Smilodectes_gracilis,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus"
14,14,7.970107,22350,22.35,1.277155,1.089585,1,2.735393,0.010138,0.006082,0.006958,0.018365,0.496132,0.111926,0.060015,2.766173,0.080799,0.048471,0.055456,0.146368,"Adapis_parisiensis,Microchoerus_erinaceus,Necrolemur_antiquus,Notharctus_tenebrosus,Paramys_copei,Paramys_delicatus,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Rapamys_atramontis,Reithroparamys_delicatissimus,Rooneyia_viejaensis,Smilodectes_gracilis"
15,8,10.267947,22528,22.528,1.106722,0.988258,1,1.749123,0.00886,0.005969,0.00684,0.013344,0.639171,0.144195,0.077318,3.563681,0.090973,0.061294,0.070233,0.13702,"Paramys_copei,Paramys_delicatus,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni,Rapamys_atramontis,Reithroparamys_delicatissimus"
16,6,3.534833,23455,23.455,1.070323,0.905336,1,1.859717,0.008581,0.006091,0.006804,0.012935,0.22004,0.04964,0.026617,1.226829,0.030332,0.021529,0.024051,0.045722,"Paramys_copei,Paramys_delicatus,Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni"
17,2,3.174097,24874,24.874,1.07673,1.038408,1,1.715543,0.008642,0.005492,0.006798,0.013585,0.197585,0.044575,0.023901,1.101629,0.027432,0.017434,0.021578,0.04312,"Paramys_copei,Paramys_delicatus"
18,1,2.409779,24755,24.755,1.06341,1.034063,1,1.638649,0.008562,0.005789,0.006786,0.013084,0.150007,0.033841,0.018146,0.836358,0.020633,0.013951,0.016353,0.03153,Paramys_copei
19,1,6.01576,24472,24.472,1.041372,1.037118,1,1.894422,0.008338,0.005683,0.006771,0.012692,0.374476,0.084481,0.045299,2.087881,0.05016,0.034188,0.040733,0.07635,Paramys_delicatus
20,4,3.348207,25013,25.013,1.115341,0.973572,1,1.87671,0.008951,0.006006,0.006845,0.014242,0.208423,0.04702,0.025212,1.162057,0.029969,0.020109,0.022918,0.047685,"Pseudotomus_hians,Pseudotomus_horribilis,Pseudotomus_oweni,Pseudotomus_petersoni"
21,1,5.848942,23757,23.757,1.032803,0.97614,1,1.425494,0.008275,0.005667,0.006802,0.010566,0.364092,0.082138,0.044043,2.029984,0.048401,0.033144,0.039785,0.061798,Pseudotomus_hians
22,1,5.852313,24101,24.101,1.06778,0.990022,1,1.662205,0.008522,0.006043,0.006827,0.012068,0.364301,0.082185,0.044068,2.031153,0.049872,0.035367,0.039954,0.070623,Pseudotomus_horribilis
23,1,6.517219,24036,24.036,1.055738,0.994851,1,1.456719,0.008468,0.005905,0.006826,0.011598,0.405691,0.091523,0.049075,2.261921,0.05519,0.038483,0.044486,0.075588,Pseudotomus_oweni
24,1,10.6105,24536,24.536,1.116947,0.963559,1,1.754965,0.00888,0.006286,0.006883,0.013151,0.660494,0.149006,0.079897,3.68257,0.094224,0.0667,0.073034,0.139535,Pseudotomus_petersoni
25,2,7.766762,23973,23.973,1.157308,0.94178,1,2.370379,0.009216,0.005571,0.006889,0.015467,0.483474,0.10907,0.058484,2.695598,0.071579,0.043272,0.053505,0.120125,"Rapamys_atramontis,Reithroparamys_delicatissimus"
26,1,14.99973,22812,22.812,1.031398,1.031559,1,1.471405,0.008287,0.005831,0.0068,0.010912,0.93372,0.210645,0.112948,5.205934,0.1243,0.087458,0.101998,0.163671,Rapamys_atramontis
27,1,4.959941,23795,23.795,1.136488,0.996799,1,2.032233,0.009114,0.006195,0.006867,0.015599,0.308752,0.069654,0.037348,1.721439,0.045203,0.030727,0.03406,0.077372,Reithroparamys_delicatissimus
28,6,14.868835,22176,22.176,1.03375,0.966349,1,1.470099,0.008343,0.006142,0.006777,0.011763,0.925572,0.208806,0.111962,5.160504,0.124057,0.091326,0.10077,0.174901,"Adapis_parisiensis,Microchoerus_erinaceus,Necrolemur_antiquus,Notharctus_tenebrosus,Rooneyia_viejaensis,Smilodectes_gracilis"
29,3,10.39126,23932,23.932,1.034523,0.95046,1,1.527833,0.008355,0.005637,0.006747,0.013527,0.646847,0.145927,0.078246,3.606479,0.086824,0.058577,0.07011,0.140566,"Microchoerus_erinaceus,Necrolemur_antiquus,Rooneyia_viejaensis"
30,1,7.805407,23812,23.812,1.033133,1.086766,1,1.735156,0.008349,0.004908,0.006744,0.014883,0.48588,0.109613,0.058775,2.709011,0.065164,0.038307,0.05264,0.116171,Rooneyia_viejaensis
31,2,5.746489,25178,25.178,1.084907,1.044673,1,1.969427,0.008744,0.005729,0.006769,0.014965,0.357714,0.080699,0.043271,1.994425,0.050245,0.032922,0.038898,0.085997,"Microchoerus_erinaceus,Necrolemur_antiquus"
32,1,4.888695,25147,25.147,1.071985,1.076781,1,1.84886,0.008655,0.006269,0.006771,0.01541,0.304317,0.068653,0.036812,1.696712,0.042311,0.030646,0.0331,0.075337,Necrolemur_antiquus
33,1,3.666024,25096,25.096,1.07596,1.001325,1,2.306519,0.008635,0.005123,0.006768,0.014198,0.228207,0.051483,0.027605,1.272361,0.031657,0.018781,0.024812,0.052049,Microchoerus_erinaceus
